V1	V2	V3	V4	V5	V6	V7	V8	V9
Smad1	mmu-mir-106b	NA	NA	Activation	24349434	literature		M.musculus
Smad1	mmu-mir-23a	NA	NA	Activation	25476774	literature		M.musculus
Smad1	mmu-mir-24-2	NA	NA	Activation	25476774	literature		M.musculus
Smad1	mmu-mir-25	NA	NA	Activation	24349434	literature		M.musculus
Smad1	mmu-mir-27a	NA	NA	Activation(feedback)	25476774	literature		M.musculus
Smad1	mmu-mir-93	NA	NA	Activation(feedback)	24349434	literature		M.musculus
Smad2	mmu-mir-1188	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-1193	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-1197	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-134	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-154	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-181c	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-181d	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-192	NA	NA	Activation	23737551	literature		M.musculus
Smad2	mmu-mir-21	NA	NA	Activation	25887159	literature		M.musculus
Smad2	mmu-mir-299a	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-299b	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-300	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-3072	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-323	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-329	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-341	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-369	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-370	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-376a	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-376b	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-376c	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-377	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-379	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-380	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-381	NA	NA	Activation(feedback)	23390484	literature		M.musculus
Smad2	mmu-mir-382	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-409	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-410	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-411	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-412	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-453	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-485	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-487b	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-494	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-495	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-496a	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-539	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-541	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-543	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-544	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-654	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-666	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-667	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-668	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-679	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-758	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-882	NA	NA	Activation	23390484	literature		M.musculus
Smad2	mmu-mir-96	NA	NA	Activation	25531317	literature		M.musculus
Smad3	mmu-mir-1188	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-1193	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-1197	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-134	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-154	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-181c	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-181d	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-192	NA	NA	Activation	23737551	literature		M.musculus
Smad3	mmu-mir-208a	NA	NA	Activation	22941949	literature		M.musculus
Smad3	mmu-mir-21	NA	NA	Activation	25887159	literature		M.musculus
Smad3	mmu-mir-23a	NA	NA	Repression	18353861	literature		M.musculus
Smad3	mmu-mir-24-2	NA	NA	Repression(feedback)	18353861	literature		M.musculus
Smad3	mmu-mir-27a	NA	NA	Repression(feedback)	18353861	literature		M.musculus
Smad3	mmu-mir-27a	NA	NA	Regulation(feedback)	24498167	literature		M.musculus
Smad3	mmu-mir-27b	NA	NA	Activation(feedback)	24498167	literature		M.musculus
Smad3	mmu-mir-299a	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-299b	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-29b-2	NA	NA	Repression	21784902	literature		M.musculus
Smad3	mmu-mir-300	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-3072	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-323	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-329	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-341	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-369	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-370	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-376a	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-376b	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-376c	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-377	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-379	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-380	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-381	NA	NA	Activation(feedback)	23390484	literature		M.musculus
Smad3	mmu-mir-382	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-409	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-410	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-411	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-412	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-433	NA	NA	Activation	23868013	literature		M.musculus
Smad3	mmu-mir-453	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-485	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-487b	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-494	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-495	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-496a	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-539	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-541	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-543	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-544	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-654	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-666	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-667	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-668	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-679	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-758	NA	NA	Activation	23390484	literature		M.musculus
Smad3	mmu-mir-882	NA	NA	Activation(feedback)	23390484	literature		M.musculus
Smad3	mmu-mir-96	NA	NA	Activation	25531317	literature		M.musculus
Smad4	mmu-mir-106b	NA	NA	Activation	24349434	literature		M.musculus
Smad4	mmu-mir-208a	NA	NA	Activation	22941949	literature		M.musculus
Smad4	mmu-mir-21	NA	NA	Regulation	25130469	literature		M.musculus
Smad4	mmu-mir-25	NA	NA	Activation(feedback)	24349434	literature		M.musculus
Smad4	mmu-mir-93	NA	NA	Activation(feedback)	24349434	literature		M.musculus
Smad4	mmu-mir-96	NA	NA	Activation	25531317	literature		M.musculus
Smad4	mmu-mir-96 	NA	NA	Activation	25531317	literature		M.musculus
Smad5	mmu-mir-106b	NA	NA	Activation(feedback)	24349434	literature		M.musculus
Smad5	mmu-mir-25	NA	NA	Activation	24349434	literature		M.musculus
Smad5	mmu-mir-93	NA	NA	Activation(feedback)	24349434	literature		M.musculus
Smad5 	mmu-mir-23a	NA	NA	Activation	25476774	literature		M.musculus
Smad5 	mmu-mir-24-2	NA	NA	Activation	25476774	literature		M.musculus
Smad5 	mmu-mir-27a	NA	NA	Activation	25476774	literature		M.musculus
Snai1	mmu-let-7a	NA	NA	Repression	25316190	literature		M.musculus
Snai1	mmu-let-7e	NA	NA	Repression	25316190	literature		M.musculus
Snai1	mmu-let-7g	NA	NA	Repression	25316190	literature		M.musculus
Snai1	mmu-let-7i	NA	NA	Repression	25316190	literature		M.musculus
Sox2	mmu-mir-106a	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-141	NA	NA	Activation	22993445	literature		M.musculus
Sox2	mmu-mir-141	NA	NA	Activation	23386720	literature		M.musculus
Sox2	mmu-mir-19b-2	NA	NA	Regulation(feedback)	18692474	literature		M.musculus
Sox2	mmu-mir-200a	NA	NA	Activation	23386720	literature		M.musculus
Sox2	mmu-mir-200b	NA	NA	Activation	23386720	literature		M.musculus
Sox2	mmu-mir-200c	NA	NA	Activation(feedback)	22993445	literature		M.musculus
Sox2	mmu-mir-200c	NA	NA	Activation(feedback)	23386720	literature		M.musculus
Sox2	mmu-mir-20b	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-290a	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-290b	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-291a	NA	NA	Regulation(feedback)	18692474	literature		M.musculus
Sox2	mmu-mir-291b	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-292a	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-292b	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-293	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-294	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-295	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-302a	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-302b	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-302c	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-302d	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-363	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-367	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-429	NA	NA	Activation	23386720	literature		M.musculus
Sox2	mmu-mir-9-2	NA	NA	Regulation	18692474	literature		M.musculus
Sox2	mmu-mir-92a-2	NA	NA	Regulation	18692474	literature		M.musculus
Sox6	mmu-mir-208b	NA	NA	Repression	21633012	literature		M.musculus
Sox9	mmu-mir-202	NA	NA	Activation	23843232	literature		M.musculus
Sp1	mmu-mir-130a	NA	NA	Activation	26436920	literature		M.musculus
Spi1	mmu-mir-142	NA	NA	Activation	23509362	literature		M.musculus
Spi1	mmu-mir-146a	NA	NA	Activation	25904598	literature		M.musculus
Spi1	mmu-mir-191	NA	NA	Activation	25094047	literature		M.musculus
Spi1	mmu-mir-21	NA	NA	Activation	24421386	literature		M.musculus
Spi1	mmu-mir-22	NA	NA	Activation	24421386	literature		M.musculus
Spi1	mmu-mir-223	NA	NA	Activation	24421386	literature		M.musculus
Spi1	mmu-mir-34a	NA	NA	Activation	24421386	literature		M.musculus
Srebf2	mmu-mir-182	NA	NA	Activation	23823476	literature		M.musculus
Srebf2	mmu-mir-183	NA	NA	Activation	23823476	literature		M.musculus
Srebf2	mmu-mir-96	NA	NA	Activation	23823476	literature		M.musculus
Srf	mmu-mir-1	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-103	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-106b	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-126	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-127	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-133a	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-133a	NA	NA	Activation	26512955	literature		M.musculus
Srf	mmu-mir-133a-1	NA	NA	Activation(feedback)	24068960	literature		M.musculus
Srf	mmu-mir-133a-1	NA	NA	Activation(feedback)	24513286	literature		M.musculus
Srf	mmu-mir-133a-2	NA	NA	Activation(feedback)	24058688	literature		M.musculus
Srf	mmu-mir-133a-2	NA	NA	Activation(feedback)	24513286	literature		M.musculus
Srf	mmu-mir-133b	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-143	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-143	NA	NA	Activation	19578358	literature		M.musculus
Srf	mmu-mir-145	NA	NA	Activation	19578358	literature		M.musculus
Srf	mmu-mir-151	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-1a-1	NA	NA	Activation	24058688	literature		M.musculus
Srf	mmu-mir-1a-1	NA	NA	Activation	24513286	literature		M.musculus
Srf	mmu-mir-1a-2	NA	NA	Activation	24068960	literature		M.musculus
Srf	mmu-mir-1a-2	NA	NA	Activation	24513286	literature		M.musculus
Srf	mmu-mir-208b	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-210	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-30c	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-342	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-376a	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-377	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-433	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-451	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-495	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-503	NA	NA	Activation	19004760	literature		M.musculus
Srf	mmu-mir-92b	NA	NA	Activation	19004760	literature		M.musculus
Stat1	mmu-mir-143	NA	NA	Repression	23980205	literature		M.musculus
Stat1	mmu-mir-145	NA	NA	Repression	23980205	literature		M.musculus
Stat3	mmu-mir-146b	NA	NA	Activation	27780686	literature		M.musculus
Stat3	mmu-mir-181b	NA	NA	Activation	27430527	literature		M.musculus
Stat3	mmu-mir-182	NA	NA	Activation	27332731	literature		M.musculus
Stat3	mmu-mir-183	NA	NA	Activation	27332731	literature		M.musculus
Stat3	mmu-mir-205	NA	NA	Activation	26170952	literature		M.musculus
Stat3	mmu-mir-21	NA	NA	Activation	27430527	literature		M.musculus
Stat3	mmu-mir-23a	NA	NA	Activation	22318941	literature		M.musculus
Stat3	mmu-mir-24-2	NA	NA	Activation	22318941	literature		M.musculus
Stat3	mmu-mir-27a	NA	NA	Activation	22318941	literature		M.musculus
Stat3	mmu-mir-96	NA	NA	Activation	27332731	literature		M.musculus
Stat5a	mmu-mir-146b	NA	NA	Activation	25236432	literature		M.musculus
Stat5a	mmu-mir-148a	NA	NA	Activation	25236432	literature		M.musculus
Stat5a	mmu-mir-193b	NA	NA	Activation	25236432	literature		M.musculus
Stat5a	mmu-mir-21	NA	NA	Activation	24497923	literature		M.musculus
Stat5a	mmu-mir-365-1	NA	NA	Activation	25236432	literature		M.musculus
Stat5a	mmu-mir-6365	NA	NA	Activation	25236432	literature		M.musculus
Stat6	mmu-mir-142	NA	NA	Activation	26436920	literature		M.musculus
Stat6	mmu-mir-146b	NA	NA	Activation	27780686	literature		M.musculus
Stat6	mmu-mir-342	NA	NA	Activation	27245778	literature		M.musculus
Tbx1	mmu-mir-96	NA	NA	Repression	25556186	literature		M.musculus
Tbx5	mmu-mir-218-1	NA	NA	Activation	23226307	literature		M.musculus
Tbx5	mmu-mir-335	NA	NA	Regulation	23226307	literature		M.musculus
Tbx5	mmu-mir-678	NA	NA	Regulation	23226307	literature		M.musculus
Tbx5	mmu-mir-719	NA	NA	Regulation	23226307	literature		M.musculus
Tcf3	mmu-mir-106a	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-19b-2	NA	NA	Repression(feedback)	18692474	literature		M.musculus
Tcf3	mmu-mir-20b	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-290a	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-290b	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-291a	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-291b	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-292a	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-292b	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-293	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-294	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-295	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-302a	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-302a	NA	NA	Repression	24040406	literature		M.musculus
Tcf3	mmu-mir-302b	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-302b	NA	NA	Repression	24040406	literature		M.musculus
Tcf3	mmu-mir-302c	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-302c	NA	NA	Repression	24040406	literature		M.musculus
Tcf3	mmu-mir-302d	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-302d	NA	NA	Repression	24040406	literature		M.musculus
Tcf3	mmu-mir-363	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-367	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-367	NA	NA	Repression	24040406	literature		M.musculus
Tcf3	mmu-mir-451	NA	NA	Activation	21464222	literature		M.musculus
Tcf3	mmu-mir-709	NA	NA	Activation	21464222	literature		M.musculus
Tcf3	mmu-mir-9-2	NA	NA	Repression	18692474	literature		M.musculus
Tcf3	mmu-mir-92a-2	NA	NA	Repression	18692474	literature		M.musculus
Tgfb1	mmu-mir-153	NA	NA	Repression	26216407	literature		M.musculus
Thra	mmu-mir-133a-1	NA	NA	Activation(feedback)	25512392	literature		M.musculus
Thra	mmu-mir-1a-2	NA	NA	Activation	25512392	literature		M.musculus
Tlr4	mmu-mir-147	NA	NA	Regulation	19721002	literature		M.musculus
Tlr4	mmu-mir-26a	NA	NA	Repression	26376347	literature		M.musculus
Tnf	mmu-mir-125b	NA	NA	Activation	24336079	literature		M.musculus
Trim32	mmu-let-7	NA	NA	Activation	19269368	literature		M.musculus
Trp53	mmu-mir-100	NA	NA	Repression	25757558	literature		M.musculus
Trp53	mmu-mir-146a	NA	NA	Repression	25757558	literature		M.musculus
Trp53	mmu-mir-150	NA	NA	Repression	25757558	literature		M.musculus
Trp63	mmu-mir-34a	NA	NA	Repression	20090763	literature		M.musculus
Trp63	mmu-mir-34b	NA	NA	Repression	20090763	literature		M.musculus
Trp63	mmu-mir-34c	NA	NA	Repression	20090763	literature		M.musculus
Trp73	mmu-mir-34a	NA	NA	Activation	22160706	literature		M.musculus
Twist1	mmu-mir-148a	NA	NA	Activation	25486906	literature		M.musculus
Twist1	mmu-mir-214	NA	NA	Activation	26229009	literature		M.musculus
Xbp1	mmu-mir-148a	NA	NA	Activation	27055562	literature		M.musculus
Yap1	mmu-mir-206	NA	NA	Activation	26333362	literature		M.musculus
Yy1	mmu-mir-125a	NA	NA	Repression	26759236	literature		M.musculus
Yy1	mmu-mir-134	NA	NA	Repression	20622856	literature		M.musculus
Yy1	mmu-mir-206	NA	NA	Repression	19721712	literature		M.musculus
Yy1	mmu-mir-29b-2	NA	NA	Repression(feedback)	22438993	literature		M.musculus
Yy1	mmu-mir-29c	NA	NA	Repression(feedback)	22438993	literature		M.musculus
Yy1	mmu-mir-99b	NA	NA	Repression	26759236	literature		M.musculus
